propertyType,propertyAddress,agent,postalCode,city,state,country,status,price,currency,rooms,area,buyRent,garage,garden,swimmingPool,lat,lon,additionalInfo,image1,image2,image3
Residential,37595 Haas Circle,5ab37ead20bcfd7b5fdf6fa6,33180,Miami,Florida,United States,Unavailable,579345,Dollar,343,Badeau,Rent,true,true,false,25.9597,-80.1403,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,http://dummyimage.com/213x183.jpg/5fa2dd/ffffff,http://dummyimage.com/246x184.jpg/ff4444/ffffff,http://dummyimage.com/194x169.jpg/dddddd/000000
Commercial,5964 Shelley Alley,5ab37ead20bcfd7b5fdf6fa6,95160,San Jose,California,United States,Available,938824,Dollar,356,Glendale,Rent,false,true,true,37.2187,-121.8601,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",http://dummyimage.com/151x227.jpg/5fa2dd/ffffff,http://dummyimage.com/189x108.jpg/cc0000/ffffff,http://dummyimage.com/165x128.jpg/dddddd/000000
Commercial,062 Chinook Trail,5ab37ead20bcfd7b5fdf6fa6,63121,Saint Louis,Missouri,United States,Unavailable,676456,Dollar,233,Express,Rent,false,true,false,38.7072,-90.3055,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",http://dummyimage.com/178x131.jpg/dddddd/000000,http://dummyimage.com/163x214.jpg/5fa2dd/ffffff,http://dummyimage.com/240x248.jpg/dddddd/000000
Commercial,6 Rockefeller Terrace,5ab37ead20bcfd7b5fdf6fa6,92170,San Diego,California,United States,Available,890541,Dollar,424,Fair Oaks,Rent,true,false,true,33.0169,-116.846,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",http://dummyimage.com/192x155.jpg/5fa2dd/ffffff,http://dummyimage.com/218x166.jpg/5fa2dd/ffffff,http://dummyimage.com/112x237.jpg/ff4444/ffffff
Commercial,717 Claremont Crossing,5ab37ead20bcfd7b5fdf6fa6,37215,Nashville,Tennessee,United States,Unavailable,437712,Dollar,131,1st,Buy,true,true,true,36.0986,-86.8219,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",http://dummyimage.com/159x110.jpg/cc0000/ffffff,http://dummyimage.com/192x194.jpg/5fa2dd/ffffff,http://dummyimage.com/182x249.jpg/cc0000/ffffff
Commercial,93393 Monument Drive,5ab37ead20bcfd7b5fdf6fa6,35905,Gadsden,Alabama,United States,Available,757655,Dollar,356,Memorial,Rent,true,false,true,33.9352,-85.9576,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",http://dummyimage.com/228x249.jpg/ff4444/ffffff,http://dummyimage.com/239x130.jpg/ff4444/ffffff,http://dummyimage.com/173x129.jpg/cc0000/ffffff
Residential,91 Brickson Park Point,5ab37ead20bcfd7b5fdf6fa6,76905,San Angelo,Texas,United States,Unavailable,333292,Dollar,494,American Ash,Rent,false,true,true,31.4647,-100.39,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",http://dummyimage.com/168x106.jpg/ff4444/ffffff,http://dummyimage.com/117x202.jpg/cc0000/ffffff,http://dummyimage.com/189x250.jpg/dddddd/000000
Residential,2 Jay Alley,5ab37ead20bcfd7b5fdf6fa6,01813,Woburn,Massachusetts,United States,Available,475344,Dollar,76,Merchant,Buy,false,true,true,42.4464,-71.4594,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",http://dummyimage.com/130x217.jpg/ff4444/ffffff,http://dummyimage.com/199x109.jpg/cc0000/ffffff,http://dummyimage.com/226x189.jpg/cc0000/ffffff
Residential,2131 Miller Pass,5ab37ead20bcfd7b5fdf6fa6,45264,Cincinnati,Ohio,United States,Unavailable,414043,Dollar,486,Dawn,Buy,true,false,true,39.1668,-84.5382,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",http://dummyimage.com/200x147.jpg/cc0000/ffffff,http://dummyimage.com/107x157.jpg/cc0000/ffffff,http://dummyimage.com/111x161.jpg/5fa2dd/ffffff
Residential,87 Kennedy Alley,5ab37ead20bcfd7b5fdf6fa6,17126,Harrisburg,Pennsylvania,United States,Unavailable,632236,Dollar,327,Waxwing,Buy,false,true,false,40.2618,-76.88,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",http://dummyimage.com/119x122.jpg/ff4444/ffffff,http://dummyimage.com/125x171.jpg/cc0000/ffffff,http://dummyimage.com/108x220.jpg/cc0000/ffffff
Commercial,883 Wayridge Circle,5ab37ead20bcfd7b5fdf6fa6,24048,Roanoke,Virginia,United States,Available,831707,Dollar,342,Oak,Buy,false,false,true,37.2742,-79.9579,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",http://dummyimage.com/123x132.jpg/5fa2dd/ffffff,http://dummyimage.com/182x168.jpg/ff4444/ffffff,http://dummyimage.com/193x234.jpg/ff4444/ffffff
Residential,71 Meadow Valley Park,5ab37ead20bcfd7b5fdf6fa6,78285,San Antonio,Texas,United States,Available,70836,Dollar,19,Oakridge,Rent,true,false,false,29.4375,-98.4616,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",http://dummyimage.com/207x130.jpg/ff4444/ffffff,http://dummyimage.com/110x242.jpg/ff4444/ffffff,http://dummyimage.com/205x147.jpg/dddddd/000000
Residential,37291 Pepper Wood Place,5ab37ead20bcfd7b5fdf6fa6,65110,Jefferson City,Missouri,United States,Available,259874,Dollar,289,Dahle,Buy,false,true,true,38.5309,-92.2493,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",http://dummyimage.com/147x161.jpg/cc0000/ffffff,http://dummyimage.com/120x150.jpg/dddddd/000000,http://dummyimage.com/158x221.jpg/ff4444/ffffff
Residential,14853 Jackson Parkway,5ab37ead20bcfd7b5fdf6fa6,48609,Saginaw,Michigan,United States,Available,266058,Dollar,238,Welch,Buy,false,true,true,43.3869,-84.0926,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",http://dummyimage.com/238x244.jpg/5fa2dd/ffffff,http://dummyimage.com/204x240.jpg/5fa2dd/ffffff,http://dummyimage.com/199x155.jpg/dddddd/000000
Residential,65 Blue Bill Park Road,5ab37ead20bcfd7b5fdf6fa6,33436,Boynton Beach,Florida,United States,Available,272101,Dollar,418,Amoth,Rent,false,true,false,26.5354,-80.1124,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",http://dummyimage.com/112x211.jpg/ff4444/ffffff,http://dummyimage.com/163x127.jpg/cc0000/ffffff,http://dummyimage.com/239x144.jpg/dddddd/000000
Residential,3 Havey Street,5ab37ead20bcfd7b5fdf6fa6,35295,Birmingham,Alabama,United States,Available,143087,Dollar,184,Melby,Rent,true,true,false,33.5446,-86.9292,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",http://dummyimage.com/162x121.jpg/dddddd/000000,http://dummyimage.com/242x154.jpg/5fa2dd/ffffff,http://dummyimage.com/207x161.jpg/ff4444/ffffff
Residential,5 Elka Alley,5ab37ead20bcfd7b5fdf6fa6,73114,Oklahoma City,Oklahoma,United States,Available,180470,Dollar,214,Pleasure,Rent,false,true,false,35.5704,-97.5257,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",http://dummyimage.com/149x127.jpg/5fa2dd/ffffff,http://dummyimage.com/248x156.jpg/ff4444/ffffff,http://dummyimage.com/173x236.jpg/cc0000/ffffff
Commercial,8734 Tennyson Court,5ab37ead20bcfd7b5fdf6fa6,49006,Kalamazoo,Michigan,United States,Unavailable,971540,Dollar,119,Summerview,Rent,false,true,true,42.2922,-85.633,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",http://dummyimage.com/170x132.jpg/ff4444/ffffff,http://dummyimage.com/219x162.jpg/dddddd/000000,http://dummyimage.com/228x166.jpg/5fa2dd/ffffff
Commercial,7953 Laurel Circle,5ab37ead20bcfd7b5fdf6fa6,64144,Kansas City,Missouri,United States,Available,141866,Dollar,61,Dennis,Buy,false,false,true,39.2829,-94.409,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,http://dummyimage.com/102x123.jpg/cc0000/ffffff,http://dummyimage.com/238x238.jpg/5fa2dd/ffffff,http://dummyimage.com/181x176.jpg/5fa2dd/ffffff
Residential,52379 Bellgrove Junction,5ab37ead20bcfd7b5fdf6fa6,79764,Odessa,Texas,United States,Unavailable,862046,Dollar,357,Hayes,Buy,true,true,true,31.8767,-102.4375,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",http://dummyimage.com/185x239.jpg/cc0000/ffffff,http://dummyimage.com/111x195.jpg/5fa2dd/ffffff,http://dummyimage.com/182x235.jpg/ff4444/ffffff
Residential,900 Sachtjen Place,5ab37ead20bcfd7b5fdf6fa6,78783,Austin,Texas,United States,Unavailable,971781,Dollar,312,Mifflin,Buy,true,false,true,30.3264,-97.7713,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",http://dummyimage.com/230x116.jpg/5fa2dd/ffffff,http://dummyimage.com/123x225.jpg/dddddd/000000,http://dummyimage.com/122x205.jpg/5fa2dd/ffffff
Commercial,31310 Bonner Hill,5ab37ead20bcfd7b5fdf6fa6,92415,San Bernardino,California,United States,Unavailable,658663,Dollar,335,Thompson,Buy,true,false,false,34.84,-115.9671,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",http://dummyimage.com/220x212.jpg/cc0000/ffffff,http://dummyimage.com/191x232.jpg/cc0000/ffffff,http://dummyimage.com/122x158.jpg/dddddd/000000
Residential,13479 Elka Place,5ab37ead20bcfd7b5fdf6fa6,70826,Baton Rouge,Louisiana,United States,Unavailable,944303,Dollar,302,Grim,Rent,false,false,false,30.5159,-91.0804,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",http://dummyimage.com/135x168.jpg/ff4444/ffffff,http://dummyimage.com/121x222.jpg/dddddd/000000,http://dummyimage.com/162x201.jpg/dddddd/000000
Commercial,9260 Clyde Gallagher Hill,5ab37ead20bcfd7b5fdf6fa6,32123,Daytona Beach,Florida,United States,Unavailable,964343,Dollar,346,Washington,Rent,true,false,false,29.0227,-81.1722,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",http://dummyimage.com/198x168.jpg/ff4444/ffffff,http://dummyimage.com/213x134.jpg/cc0000/ffffff,http://dummyimage.com/163x171.jpg/cc0000/ffffff
Commercial,44979 Cody Park,5ab37ead20bcfd7b5fdf6fa6,46231,Indianapolis,Indiana,United States,Available,268091,Dollar,219,Express,Buy,false,false,true,39.7038,-86.3029,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",http://dummyimage.com/139x228.jpg/dddddd/000000,http://dummyimage.com/215x142.jpg/dddddd/000000,http://dummyimage.com/149x184.jpg/5fa2dd/ffffff
Commercial,23700 International Parkway,5ab37ead20bcfd7b5fdf6fa6,30386,Atlanta,Georgia,United States,Available,966911,Dollar,452,Eagle Crest,Buy,true,true,false,33.8444,-84.474,Sed ante. Vivamus tortor. Duis mattis egestas metus.,http://dummyimage.com/194x232.jpg/5fa2dd/ffffff,http://dummyimage.com/232x230.jpg/5fa2dd/ffffff,http://dummyimage.com/186x213.jpg/cc0000/ffffff
Commercial,1980 Maple Road,5ab37ead20bcfd7b5fdf6fa6,02216,Boston,Massachusetts,United States,Unavailable,71142,Dollar,351,Rowland,Buy,true,true,false,42.3389,-70.9196,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",http://dummyimage.com/250x225.jpg/cc0000/ffffff,http://dummyimage.com/173x235.jpg/ff4444/ffffff,http://dummyimage.com/168x116.jpg/ff4444/ffffff
Commercial,3 Acker Terrace,5ab37ead20bcfd7b5fdf6fa6,30311,Atlanta,Georgia,United States,Unavailable,691102,Dollar,85,Clarendon,Rent,true,false,true,33.723,-84.4702,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",http://dummyimage.com/109x245.jpg/ff4444/ffffff,http://dummyimage.com/196x228.jpg/cc0000/ffffff,http://dummyimage.com/132x230.jpg/5fa2dd/ffffff
Commercial,8591 Everett Pass,5ab37ead20bcfd7b5fdf6fa6,29319,Spartanburg,South Carolina,United States,Unavailable,470782,Dollar,222,Warner,Rent,true,true,true,34.8882,-81.969,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",http://dummyimage.com/175x208.jpg/cc0000/ffffff,http://dummyimage.com/247x206.jpg/ff4444/ffffff,http://dummyimage.com/198x154.jpg/dddddd/000000
Residential,3 Anniversary Pass,5ab37ead20bcfd7b5fdf6fa6,77095,Houston,Texas,United States,Unavailable,419443,Dollar,74,Manufacturers,Rent,false,false,true,29.8941,-95.6481,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",http://dummyimage.com/203x219.jpg/5fa2dd/ffffff,http://dummyimage.com/143x208.jpg/dddddd/000000,http://dummyimage.com/106x106.jpg/dddddd/000000
Commercial,882 Melvin Terrace,5ab37ead20bcfd7b5fdf6fa6,11436,Jamaica,New York,United States,Available,907837,Dollar,459,Goodland,Buy,true,true,true,40.6763,-73.7966,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",http://dummyimage.com/159x235.jpg/dddddd/000000,http://dummyimage.com/199x120.jpg/ff4444/ffffff,http://dummyimage.com/222x190.jpg/dddddd/000000
Residential,767 Express Pass,5ab37ead20bcfd7b5fdf6fa6,01152,Springfield,Massachusetts,United States,Available,154947,Dollar,351,Everett,Buy,true,false,true,42.1707,-72.6048,Fusce consequat. Nulla nisl. Nunc nisl.,http://dummyimage.com/240x174.jpg/dddddd/000000,http://dummyimage.com/192x235.jpg/cc0000/ffffff,http://dummyimage.com/184x191.jpg/ff4444/ffffff
Commercial,276 Troy Lane,5ab37ead20bcfd7b5fdf6fa6,24503,Lynchburg,Virginia,United States,Available,777595,Dollar,41,Truax,Buy,false,true,true,37.4376,-79.205,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",http://dummyimage.com/101x110.jpg/cc0000/ffffff,http://dummyimage.com/211x168.jpg/dddddd/000000,http://dummyimage.com/232x181.jpg/ff4444/ffffff
Residential,8 Schurz Plaza,5ab37ead20bcfd7b5fdf6fa6,22225,Arlington,Virginia,United States,Available,656738,Dollar,85,Daystar,Buy,false,false,true,38.8808,-77.113,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",http://dummyimage.com/117x162.jpg/5fa2dd/ffffff,http://dummyimage.com/100x104.jpg/cc0000/ffffff,http://dummyimage.com/245x167.jpg/cc0000/ffffff
Residential,425 Schmedeman Street,5ab37ead20bcfd7b5fdf6fa6,28289,Charlotte,North Carolina,United States,Available,241208,Dollar,263,Anderson,Rent,false,false,false,35.26,-80.8042,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",http://dummyimage.com/183x218.jpg/5fa2dd/ffffff,http://dummyimage.com/191x183.jpg/ff4444/ffffff,http://dummyimage.com/228x184.jpg/dddddd/000000
Commercial,3701 Fieldstone Road,5ab37ead20bcfd7b5fdf6fa6,92844,Garden Grove,California,United States,Unavailable,531490,Dollar,291,Farmco,Buy,false,false,false,33.7661,-117.9738,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",http://dummyimage.com/216x137.jpg/ff4444/ffffff,http://dummyimage.com/127x197.jpg/5fa2dd/ffffff,http://dummyimage.com/147x130.jpg/5fa2dd/ffffff
Residential,58 Tomscot Circle,5ab37ead20bcfd7b5fdf6fa6,83705,Boise,Idaho,United States,Unavailable,552264,Dollar,362,David,Buy,false,true,true,43.5851,-116.2191,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,http://dummyimage.com/104x181.jpg/5fa2dd/ffffff,http://dummyimage.com/181x154.jpg/5fa2dd/ffffff,http://dummyimage.com/233x191.jpg/dddddd/000000
Residential,5260 Northwestern Pass,5ab37ead20bcfd7b5fdf6fa6,28284,Charlotte,North Carolina,United States,Unavailable,308212,Dollar,341,Lighthouse Bay,Rent,false,true,true,35.26,-80.8042,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,http://dummyimage.com/153x145.jpg/dddddd/000000,http://dummyimage.com/200x196.jpg/5fa2dd/ffffff,http://dummyimage.com/173x195.jpg/dddddd/000000
Residential,84359 Dovetail Junction,5ab37ead20bcfd7b5fdf6fa6,73104,Oklahoma City,Oklahoma,United States,Unavailable,521200,Dollar,475,Burning Wood,Buy,false,false,true,35.4794,-97.5017,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",http://dummyimage.com/169x167.jpg/ff4444/ffffff,http://dummyimage.com/222x134.jpg/5fa2dd/ffffff,http://dummyimage.com/249x243.jpg/cc0000/ffffff
Commercial,2 Bultman Hill,5ab37ead20bcfd7b5fdf6fa6,32236,Jacksonville,Florida,United States,Available,466631,Dollar,355,Leroy,Rent,false,false,false,30.3449,-81.6831,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",http://dummyimage.com/219x231.jpg/dddddd/000000,http://dummyimage.com/145x127.jpg/ff4444/ffffff,http://dummyimage.com/153x196.jpg/ff4444/ffffff
Commercial,0 North Place,5ab37ead20bcfd7b5fdf6fa6,48224,Detroit,Michigan,United States,Available,493964,Dollar,342,Ronald Regan,Buy,true,false,true,42.4098,-82.9441,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",http://dummyimage.com/142x219.jpg/ff4444/ffffff,http://dummyimage.com/187x142.jpg/cc0000/ffffff,http://dummyimage.com/142x218.jpg/cc0000/ffffff
